stop_id,stop_code,stop_name,stop_lat,stop_lon
1016,U02625,Vigyan Bhawan,28.610217,77.22165
1017,U02760,Dayal Singh College,28.592183,77.228983
1018,U99957A,Jal Vihar Terminal,28.578443,77.245874
1019,DC4223,Mukundpur (Changeover Point),28.72506,77.18286
1020,DC3563,Nangli Sakrawati Crossing,28.616417,77.007333
1021,DC3540,Mohan Garden,28.62012,77.0401
1022,U03434,Surajkund Crossing,28.5015,77.2903
1023,DC4200,Princess Park/ Airforce Noval Office Enclave,28.587688,77.066452
1024,U01544,Swatantra Bharat Mills,28.663528,77.155197
1025,U02705,Nehru Vihar Crossing,28.709067,77.226233
1026,U99750,PS Ranhola,28.653399,77.03552
1027,U00191,Nazafgarh Terminal,28.61465,76.9779
1028,U00079,Mitraon School,28.6069,76.9394
1029,U01465,Bentex,28.6442,77.1477
1030,DC4492,Jharoda Kalan,28.655132,76.949972
1031,U03661,Gagan Cinema,28.6957,77.3153
1032,U01478,Britannia,28.6849,77.1492
1033,DC4054,Krishna Marg Kardam Puri,28.696833,77.281817
1034,U01753,Wazir Pur JJ Colony,28.6821,77.170133
1035,DC3663,Chhawni Hospital,28.599133,77.125683
1036,DC4538,Primary School,28.846947,77.088336
1037,DC3997,Rohini Sec 22 Terminal,28.717833,77.063783
1038,DC3931,Sector 17/18 More Dwarka,28.59345,77.033267
1039,U03541,Ashirwad Apartment,28.634483,77.301867
1040,U02287,Saket A Block (Malviya Nagar Metro Station),28.528,77.205
1041,U01234,Kabul Line,28.5978,77.1287
1042,U00588,Uttam Nagar Terminal,28.625329,77.066948
1043,DC3812,Rohini Sec 16 Crossing,28.735533,77.1145
1044,DC4618,Rohini Sec 17/16,28.738683,77.117333
1045,U00284,Jhatikara Xing,28.5845,76.9956
1046,U00465,Rama Vihar,28.728583,77.045817
1047,U02832,Mandi House,28.625767,77.234333
1048,U02949,Kailash Colony,28.554483,77.2432
1049,U01036,Rithala Metro Station,28.7198,77.1087
1050,U01014MPS,Mangolpur School,28.694767,77.106433
1051,U01187,Rajdhani College / Raja Garden,28.656033,77.125833
1052,U00779,Mangla Puri Terminal,28.5899833333333,77.0870166666667
1053,U02454,Khel Gaon / Siri Fort Road,28.5507,77.210817
1054,DC3689,Civil Line Metro Station,28.676717,77.225033
1055,U01920,Mukund Pur Crossing,28.73215,77.182433
1056,U02788,Andrews Ganj,28.565967,77.2306
1057,U02406,Ice Factory (Rani Jhansi Road),28.667237,77.209039
1058,DC4326,Goyla Village,28.587602,77.008644
1059,U01479,Libaspur GT Road,28.752483,77.14945
1060,DC4469,Mundhela School II,28.614198,76.895717
1061,U03773,New Seema Puri Depot Cluster,28.684864,77.331577
1062,U02325,Maharishi Balmiki,28.7051,77.204933
1063,U02131,Nauroji Nagar,28.569294,77.195057
1064,U99871,Tughlaq Crescent,28.5949,77.212
1065,U03607,Jagriti Enclave,28.6534,77.3088
1066,U01348,Payal Cinema,28.6314,77.1384
1067,U99632,Agar Nagar,28.703277,77.043984
1068,DC4412,KharKhari Jatmal,28.582264,76.958092
1069,U02660,Minto Road Terminal,28.639324,77.223869
1070,DC0043,Sec-24 Rohini,28.7283,77.0926
1072,U01060,Puspanjali Enclave,28.696267,77.1112
1073,DC0020,Saleemgarh Road,28.6502,77.2524
1074,U00609,Budhela Village / C Block Vikas Puri,28.6354,77.070533
1075,U00961,Mangolpur Kalan Village,28.6957,77.1012
1076,U00809,Palam Colony,28.581483,77.096017
1077,U02113,Pusa Road Petrol Pump Sadhu Vaswani Marg,28.6448,77.1934
1078,U00574,Kirari Railway Xing,28.686399,77.062712
1079,U03428,Hans Apartment,28.658,77.2899
1080,U02118,Talkatora Stadium Garden,28.621483,77.194617
1081,DC0056,Mukharji Nagar Tank,28.7105,77.2112
1082,DC3915,Maya Enclave,28.616667,77.110233
1083,U99849,Kaka Nagar,28.60575,77.2371
1084,U02104,Vinay Marg,28.5862,77.1934
1085,U99803A,Kirodi Mal College,28.6833333333333,77.2085
1086,U01897,R K Puram Sec-4,28.5618,77.1807
1087,U02593,Mall Road,28.693917,77.219883
1088,DC0072,Nirman Bhawan,28.6105,77.215867
1089,U99931A,Lodhi Hotel,28.591317,77.239667
1090,U00672,Vijay Enclave,28.6062,77.0755
1091,U00799,Hanuman Mandir Rohini Sec 24,28.722667,77.08745
1092,DC4389,TilangPur Kotla,28.651233,77.0302
1093,U01536,Masood Pur Village,28.525433,77.154483
1094,DC0003,Rohini West Metro Station,28.7154,77.1147
1095,U00748,T Block Magol Puri,28.689348,77.082071
1096,U01635,Dhaula Kuan,28.592721,77.163492
1097,DC4429,Ghuman Hera DTC Depot,28.534088,76.915012
1098,U00657,Rohini Sec 20/21 More,28.715887,77.074077
1099,U02429,Bhavishya Nidhi Enclave,28.5428,77.209567
1100,U02421,Sewa Kutir,28.70265,77.2098166666667
1101,U02843,MCKR Hospital,28.569167,77.23525
1102,NS0199,Puspanjali G Block,28.5427,77.072883
1103,DC4303,Lok Vihar,28.612699,77.135213
1104,U00398,Mundka Village Metro Station,28.682252,77.029944
1105,U00589,Dwarka Sec 2-6,28.597367,77.064883
1106,U02837,Kouria Bridge,28.6603,77.2346
1107,U03745,Kondali Old,28.613051,77.322989
1108,DC4452,Rewla Tajpur Crossing,28.572245,76.980779
1109,DC4515,Brar Square,28.6073263152858,77.1409517654622
1110,DC1102,Okhla Depot IV CWS II,28.51835,77.284767
1111,U00377,Kakrola Bridge,28.619758,77.024856
1112,DC0097,Kushak Nallah Depot,28.57985,77.22495
1113,U02771,ISBT Kashmere Gate,28.6667333333333,77.2294
1114,U03102,B-Block East of Kailash,28.562167,77.255617
1115,U99761A,Bhajan Pura,28.70355,77.263367
1116,U01711,Jahangirpuri K Block,28.7304,77.168
1117,DC3974,Hargovind Enclave,28.645917,77.30105
1118,U01535,Swatantra Bharat Mills,28.663167,77.154733
1119,U99853A,Shaheen Bagh Thokar No 5,28.552517,77.29995
1120,U01263,Shivaji Park,28.674683,77.131433
1121,DC4366,Qamruddin Nagar,28.675067,77.061483
1122,U03282,Holy Family Hospital,28.56095,77.275467
1123,U00351,Baprola Village,28.640823,77.011757
1124,U03148S,Ashram Chowk,28.571233,77.259017
1125,U00252,Nirmal Vihar,28.62545,76.992433
1126,DC3872,Kotla Vihar Phase II,28.648417,77.025167
1127,DC4014,Jhuljhuli Crossing,28.531617,76.907067
1128,DC4037,Radha Swami Satsang,28.620517,77.307533
1129,DC4183,Dwarka Sec-21 Metro Station,28.5516666666667,77.0566833333333
1130,U02577,New Delhi Railway Station Gate 1,28.641317,77.21865
1131,U00276,Jhatikara Crossing,28.585867,76.994978
1132,U99789,Rani Khera Bus Stand,28.7046,77.0278
1133,DC3749,Buddh vihar,28.70415,77.087483
1134,DC3991,Mauj Pur,28.689372,77.278191
1135,U03203,Kalkaji Depot,28.539467,77.266233
1136,DC3703,Vikas Puri Crossing,28.6295,77.06885
1137,U01602,Outer Ring Road Makbara Chowk,28.736833,77.159933
1138,U02246,Clock Tower,28.6774,77.201633
1139,U02340,Maurice Nagar II,28.68655,77.2057333333333
1140,U00835,Ganesh Nagar Check Post,28.634383,77.0893
1141,U99860,R R Line,28.60415,77.155333
1142,U01815,Bapu Dham,28.5992,77.1753
1143,U00741,C-2 Janak Puri,28.616099,77.081447
1144,U99792Z,Karala Xing,28.731415,77.032086
1146,DC4283,DDA Booster Pump Station,28.57135,77.052876
1147,DC4781,Sarvodya School Daulat Pur,28.543817,76.963483
1148,U02990,Shanti Vana,28.6497,77.2458
1149,U02158,Nirankari Sarovar Burari Xing,28.7271,77.1978
1150,U03099S,Khajuri,28.70465,77.2571
1151,DC3626,Suraj Vihar,28.613433,77.03315
1152,U02237BP,Budha Jayanti Park,28.61538,77.17517
1153,U00603,Uttam Nagar / A1 Janak Puri,28.624233,77.067867
1154,DC4306,Harsh Vihar,28.694734,77.134755
1155,DC4475,Keshav Nagar Darshan Dham,28.784103,77.180028
1156,U01661,Kishan Garh,28.514417,77.164167
1157,U03764,Mayur Vihar Phase III Crossing,28.6023484928639,77.32566419165
1158,DC0026,JJ Colony Wazir Pur,28.679033,77.166517
1159,U00700,Mata Chandan Devi Hospital,28.618876,77.078653
1160,U02578,Windsor Place,28.618,77.2189
1161,DC3726,Pusta No 1 Sonia Vihar,28.718883,77.24335
1162,U00964,Rohini  Sec-1 Avantika,28.703,77.0998
1164,DC4704,E Block Greater Kailash- II,28.537437,77.240908
1165,U02460,Begumpur,28.536667,77.209583
1166,U00933,Tilak Nagar,28.6352,77.0971
1167,U01531,Ram Pura,28.67195,77.15395
1168,DC4512,Satya Puram Jharoda,28.663192,76.945139
1169,U03035,South Park Appartments CR Park,28.5411,77.24915
1170,U02908,Pant Nagar,28.583567,77.2406
1171,U00359,Dariyapur Kalan School,28.8089333333333,77.0148666666667
1172,U03077,Nehru Nagar,28.568283,77.253917
1173,U01267,Madhuban Chowk (Outer Ring Road),28.7054,77.132
1174,U00003,S.K.V.Dhansa,28.5576,76.8622
1175,U02889,Tilak Bridge,28.6241,77.2394
1176,U03746,Shahdra Border,28.6758,77.3231
1177,U03391,Mother Dairy,28.619267,77.286067
1178,U02693,Ajmeri Gate,28.643383,77.225733
1179,U01245,Punjabi Bagh Club,28.663217,77.130183
1180,U99975,Vasant Lok,28.560433,77.164383
1181,U01915,Mehrauli Terminal,28.5217372755846,77.1826898067577
1182,U01126,Deepali Chowk,28.69835,77.1195333333333
1183,U02116,Green Field School,28.56604,77.19428
1184,U03750,Shahadara Border Road No 62,28.677683,77.323483
1185,U00745,Mangolpuri S Block,28.6927,77.082
1186,U02632,J and K House,28.6019,77.2226
1187,DC4767,Tikri Kalan Village,28.68246,76.964704
1188,DC4552,Kurani More,28.840835,77.090527
1189,U03326,Harkesh Nagar,28.543933,77.279483
1190,U02770,Sujan Singh Park,28.601017,77.22945
1191,DC4575,East Vinod Nagar Depot,28.620318,77.300148
1192,DC4698,Ladpur School,28.739239,76.998354
1193,U03437,P S Pandav Nagar,28.6142,77.2911
1194,U00891,Peera Garhi Depot,28.675,77.094
1195,U01119,DDA Flats Hari Nagar,28.6308,77.1193
1196,DC4681,Jatt Khor Crossing,28.7881,76.9625
1197,U01069,Zunk Market,28.618433,77.11235
1198,DC3666,Chhawani Hospital,28.59995,77.1249
1199,DC4289,SDM Office Bank Enclave,28.643403,77.270221
1200,U01510F,Air Force HQ / Subroto Park,28.584133,77.146033
1201,U02671,Lodhi Colony,28.5846,77.2246
1202,U01730,R K Puram Sec-5,28.56055,77.17025
1203,DC4097,Vivek Vihar ITI,28.6707,77.315833
1204,U01304,Punjabi Bagh Terminal,28.6673,77.135
1205,U00792,Dabri Xing,28.61195,77.086033
1206,U02644,Lodhi Road Crossing,28.592,77.2237
1207,U02718,Vocational College,28.532283,77.22695
1208,DC4243,Teen Murti,28.606083,77.198917
1209,U00745MP,S Block Mangol Puri,28.692667,77.082583
1211,U03202,Bala Sahib Gurudwara,28.5821,77.26555
1212,U01163,Supply Depot,28.606633,77.123233
1213,U02255,Guru Govind Singh Crossing (Faiz Road),28.653054,77.202311
1214,U03274,CRRI,28.550467,77.27485
1215,U99804,Ice Factory,28.6663,77.2087
1217,U02125,Burari Garhi,28.7578,77.1952
1218,DC3835,Karol Bagh Gurgaon Stand,28.64376,77.19701
1219,U03215,Yamuna Vihar Block C-1,28.7033,77.2676
1220,U02744,JLN Marg,28.64205,77.228333
1221,U99974,PS Tuglak Road,28.599867,77.211267
1222,DC3643,Prehlad Pur,28.579517,77.101617
1223,U03527,Badarpur Village,28.502033,77.300367
1224,DC4329,St Thomas School Goyla Vihar,28.581902,77.015056
1225,U01494,Bentax,28.644717,77.147667
1226,U03458,MIG Flates Loni Road,28.70065,77.295217
1227,DC4266,East Guru Angad Nagar,28.641233,77.282717
1228,U01033,Rithala Metro Station,28.7196,77.1084
1229,DC3772,Prem Nagar,28.742883,77.146467
1230,U00852,Janak Cinema,28.610881,77.092159
1231,U02342,Kendriya Terminal,28.6174,77.203467
1232,DC4658,Shaheed Bhagat Singh Colony Karawal Nagar,28.732967,77.260083
1233,DC4160,Deep Market Ashok Vihar,28.69345,77.173233
1234,U03540,Neethi Apartment,28.6314,77.302
1235,U99983,Rajendra Place / Karol Bagh Telephone Exchange,28.642667,77.180083
1236,U00392BM,Bamnoli Crossing,28.539267,77.029983
1237,U02386,Thana Sabzi Mandi- Ice Factory,28.66925,77.207667
1238,DC3686,Shaheen Bagh Thokar No. 6,28.55137,77.300588
1239,U99828,Samalka Xing,28.5378,77.0927
1240,DC3580,New Usman Pur Pusta No-1,28.679967,77.256017
1241,DC4074,GTB Hospital Crossing,28.690067,77.307817
1242,U01303,Naraina Vihar,28.627183,77.13375
1243,U02081,Africa Avenue,28.56965,77.19145
1244,U02187,RML Hospital,28.62505,77.198717
1245,U02405,Chitra Gupta Road,28.6411,77.2085
1246,U03581,Trilokpuri 13-Block,28.6126,77.3062
1247,U01906,Moti Bagh 1,28.5812,77.1815
1248,U01886,Telephone Exchange Karol Bagh,28.642914,77.181798
1249,U03273,CRRI,28.551067,77.27395
1250,U03296,Welcome Colony Metro Station,28.672,77.275
1251,U02724,Defence Colony,28.57435,77.228817
1252,U02079,Akbar Bhawan,28.586,77.1911
1253,U01510,RR Hospital / Maharana Pratap Chowk,28.59015,77.15675
1254,U00691,M Block Vikaspuri,28.6386,77.077717
1255,U01550,Jai Mata Market Tri Nagar Terminal,28.681367,77.155417
1256,U00698,C-1 Janakpuri,28.6174,77.0785
1257,DC3855,Deep Vihar,28.7349,77.0871333333333
1258,U01121,Madipur JJ Colony Metro Station,28.676383,77.1205
1259,U02920,Amir Khusro Park / Oberoi Hotel,28.596267,77.240433
1260,DC3809,Madanpur Khadar,28.532333,77.296417
1261,DC0075,Chirag Dilli,28.542,77.2308
1262,DC4346,Dwarka Sec-19 Modern School,28.578591,77.054908
1263,DC4684,Jatt Khor Village,28.789367,76.975567
1264,DC4246,Sena Bhawan,28.6082,77.206667
1265,DC4392,Ranhola II,28.65466,77.038019
1266,DC0006,Rithala Crossing,28.7119,77.1078
1267,DC4638,Choudhary Mohalla,28.577346,76.865723
1268,DC4449,Rishal Vihar,28.553603,76.992783
1269,U03492,Meet Nagar/Ashok Nager,28.7001,77.297483
1270,U02522,Palika Kendra,28.62875,77.216567
1271,U02968,Pumposh Enclave,28.5435,77.2441
1272,U02316,Bara Hindu Rao,28.6616,77.2048
1273,DC3912,Sarai Rohilla Flyover,28.667133,77.182067
1274,U03723,Kalyan Puri Xing,28.6144,77.3214
1275,U01942,Amrit Vihar Colony,28.7645,77.1838
1276,U00249,BDO Office Roshan Pura,28.600501,76.988597
1277,U02239,Raj Nagar,28.5701,77.2011
1278,U00419,Mundka Village Xing,28.6825,77.035733
1279,U99819Z,Mubarakpur Xing,28.712583,77.028028
1280,U00976,Sant Pura,28.638567,77.100583
1281,U00922,Shahbad Dairy,28.7465,77.0963
1282,U01722A,Shanti Niketan / RK Puram Sec 9,28.5747824927672,77.1687699879572
1283,U03217,C-Lal Chowk,28.5345,77.2683
1284,DC3832,DSIDC Bawana/ Dhakewala,28.78585,77.0414
1285,DC4761,Jharoda Nala Crossing,28.662386,76.953579
1286,U01762,Janak Vihar,28.6312,77.1712
1287,DC4369,ShivRam Park,28.667717,77.055233
1288,U03063,Sri Niwaspuri / PG DAV College Lajpat Nagar,28.56675,77.253117
1289,DC4220,Shalimar Bagh Desu Colony,28.718695,77.158424
1290,DC4661,Titiksha Public School,28.72505,77.259117
1291,DC4120,Kali Bari Marg,28.630717,77.197933
1292,U02755,Defence Colony,28.574267,77.228733
1293,DC3683,Nai Basti,28.561467,77.294667
1294,U00067,Surehra Crossing,28.60418,76.932332
1295,U02479,Tees Hazari Animal Hospital Mori Gate,28.6644,77.215233
1296,U02235,Roshnara Bagh,28.6717,77.2007
1297,U01517,Masood Pur Village,28.52535,77.154683
1298,DC4558,DJB,28.815305,77.057968
1299,U02512,Tees Hazari Court,28.6668,77.2188
1300,U00544,Rajeev Nagar,28.7247333333333,77.05875
1301,U01350,Pitampura CD Block (Aggrasen model School),28.7058,77.1386
1303,DC3543,Arjun Park,28.618083,77.013083
1304,U02306BM,Balmiki Mandir,28.639867,77.2043
1305,DC4057,Gokul Puri,28.702083,77.2828
1306,U03249,Sukhdev Vihar Depot,28.554867,77.27125
1307,DC4598,FAI,28.543617,77.179833
1308,DC3606,Libas Pur GT Road,28.7501,77.150733
1309,U01459,Power House,28.672702,77.147024
1310,DC3994,Zafrabad,28.676269,77.271694
1311,U02262,Kamla Nagar/ Roop Nagar,28.68405,77.202317
1312,U02491,Mukharji Nagar Xing,28.7093,77.2137
1313,U01613,Shalimar Bagh Richi Rich,28.7017833333333,77.1643833333333
1314,U02338,CV Raman ITI,28.726683,77.2048
1315,U00363,BakkarWala Crossing,28.643213,77.01611
1316,U01296,Shastri Bazar,28.5966,77.1347
1317,DC4535,Maharaja Agrassen School,28.835983,77.079317
1318,U03289,MB Road (TBag),28.505533,77.276483
1319,DC4143,Cargo / Express Terminal Gate,28.555807,77.09753
1320,U02817,Central School,28.562817,77.2328
1321,DC0109,Preet Vihar,28.639333,77.292417
1322,DC4472,Mundhela Khurd Village,28.617265,76.893125
1323,U01225,SPM College,28.675417,77.128033
1324,U00593,Lokesh Cinema Nangloi,28.6822,77.060033
1325,U03180,Kalkaji Mandir,28.55135,77.26385
1326,U00467,DPS Matiyala,28.60465,77.046233
1327,DC4495,S.Sr. Kanya Vidhyalaya,28.64673,76.956049
1328,NS0235,Road no-44 Xing,28.6863,77.1361
1329,DC3934,Dwarka Sec 16C/GGS IP University,28.594917,77.022233
1330,U03505,Chandar Vihar,28.633,77.299
1331,U00321,Sumesh Vihar,28.5579,77.0044
1332,DC4017,Dauralla Border,28.50795,76.897133
1333,U01537,GTK Bypass,28.7385,77.1546
1334,U03676,Gazipur Depot,28.64175,77.316033
1335,U00754,Manohar Nagar,28.6427,77.083
1336,U02438,Shahpur Jat,28.5482,77.21
1338,U01354,Uttri Pitam Pura,28.715117,77.138917
1339,U02395,GTB Nagar / Haqiqat Nagar,28.698283,77.2076
1340,U00757,Kapashera Village,28.5235,77.08325
1341,U03031,Lajpat Nagar 1 Ring Road,28.5655,77.24548
1342,U00623,Tilak Pul,28.6215,77.07
1343,DC4323,Shyam Vihar,28.591481,77.000564
1344,U01935,RK Puram Crossing,28.5682,77.1836
1345,DC4770,Tikri Border,28.687054,76.965189
1346,U00320,Sumesh Vihar,28.5579,77.0043
1347,U01249,Rohini Sec 18 Bus Terminal,28.744717,77.1301
1348,U01202,Rohini East,28.7074,77.1261
1349,DC3592,Shastri Park Pusta Road,28.674017,77.2563
1350,U01667,Ashok Vihar Crossing,28.701433,77.164083
1351,NS0189,Mahipal Pur Village,28.545667,77.123083
1352,DC0060,Ekta Garden- Harijan Basti,28.7563,77.1971
1354,DC4624,Rohini Sec-11 (Aggarwal Sabha),28.734383,77.115333
1355,DC0081,North Paint Nursing Home,28.5427,77.2176
1356,DC4747,Taj Pur Village,28.576279,77.008851
1357,U00938J5A,C-5A Janakpuri,28.6155,77.097
1358,U02775,Sewa Nagar Flyover,28.57875,77.229533
1359,U01426,DAV School,28.6998,77.1438
1360,U00986,Hari Nagar Depot,28.6245,77.1018
1361,U01848,R K Puram Sec-1,28.5647,77.1783
1362,U02121,Tibiya College,28.6574,77.1947
1363,U00965,Sagarpur / Vashisht Park,28.6091,77.0996
1364,U00896,Mangol Pur Khurd,28.699967,77.094383
1365,U00759,Kapashera Village,28.524517,77.0837
1366,U00667,Sultanpuri Terminal,28.70305,77.075467
1367,U02182,Sant Nagar Main Market,28.7418,77.198
1368,U01325,Naraina Village,28.618133,77.13675
1369,U02163,PTS,28.531233,77.196833
1370,DC3861,Mubarakpur School,28.71205,77.033933
1371,DC4332,Nehru Bus Stand Goyla Dairy,28.580346,77.019327
1372,U03190,Laghu Udyog Sansthan (ModiMill),28.5565,77.2648
1373,U01929,Bara Bagh,28.7017,77.1831
1374,DC4524,Panchayat Ghar,28.797927,77.031801
1375,U03609S,Parivar Apartment,28.62675,77.30935
1376,DC4232,Vivekanand Mahila College,28.666833,77.31515
1377,DC3669,Khel Gaon CWG Village,28.606621,77.274337
1378,DC4255,Nangal Raya DDA Market,28.609683,77.1068
1379,U03609,Parivar Apartment,28.626417,77.3091
1380,U03132,DDA Flats Kalkaji,28.5283,77.2576
1381,DC4063,Virender Nagar/ Dilli Haat,28.623584,77.09761
1382,DC3738,Annpurna Mandir,28.74245,77.246567
1383,U00224,PS Najafgarh,28.609583,76.98295
1384,U02285,Videocon Tower,28.6441,77.2036
1385,U01018,Multan Nagar,28.678083,77.105467
1387,DC4126,Bank Enclave,28.639067,77.2693
1388,U01554,Shadipur Colony,28.6517,77.1565
1389,DC4026,Samaspur Khalsa,28.578549,76.909937
1390,U02293,Kendriya Terminal,28.6173,77.2035
1391,U02946,Metro Train Depot,28.673867,77.241633
1392,U03089,Nehru Place Terminal,28.5481,77.2552
1393,U00605,Uttam Nagar Terminal,28.626136,77.06845
1394,U01776,Moti Bagh Gurudawara Nanakpura,28.584933,77.172167
1395,U03075,Nizamuddin Road Bridge,28.6034,77.254233
1396,DC3941,Mayur Vihar Phase III Terminal / Paper Market,28.618229,77.341004
1397,U01780,New Sabzi Mandi,28.7139,77.1725
1398,U03416,Nirman Vihar,28.636783,77.287683
1399,U02899,Zoo,28.6084,77.23995
1400,U02469,Tughlaq Crescent,28.5942,77.212
1401,U99609,Karala School,28.7308,77.0398
1402,U99949T,Keshav Mahavidhyalaya,28.68715,77.12005
1403,U02937,Delhi Gate,28.63735,77.241217
1404,U03154,Govindpuri Extn Gali No. 16,28.5329,77.2596
1405,U00427,Bawana School,28.796201,77.035577
1407,U01051,Zunk Market,28.6171,77.1108
1409,U00315,Harewali Xing,28.818533,77.002817
1410,U02575,National Archives,28.6156,77.2188
1411,U03627,Nand Nagari Terminal,28.691383,77.310483
1412,U03187,Bhajanpura,28.703351,77.263706
1413,DC3957,Rani Bagh Railway Colony,28.68395,77.12885
1415,DC4149,Centaur Hotel / Nangal Dairy,28.548933,77.104717
1416,U01902,Shastri Nagar Metro Station,28.670231,77.181136
1417,U01820,Azadpur,28.7106,77.1756
1418,DC4541,Safiyabad Xing,28.855266,77.08973
1419,U03192,Tughlaqabad Village,28.509283,77.265
1420,U02135,Ashoka Hotel,28.5944,77.196
1421,U02362,Green Park,28.5572,77.2068
1422,DC3529,Kair Village,28.623067,76.9206
1423,U01310,Chandra Lok,28.6892,77.1356
1424,U00275,Ghevra Crossing Rohtak Road,28.68545,76.99485
1426,DC0009,Avantika Crossing,28.6989,77.0968
1427,U01270,Madhuban Chowk (Outer Ring Road),28.7048,77.1322
1428,U03780,New Kondali A1 Crossing,28.602967,77.329133
1429,U02824,Jaipur House,28.6095,77.2332
1430,U01649,Swami Malai Mandir,28.567817,77.16495
1431,U02488,Sucheta Kriplani Hospital,28.63635,77.21395
1432,U01239,Kabul Line,28.5977,77.1292
1433,DC4478,Bharthal Village (Shyam Mandir),28.543017,77.043635
1434,DC3815,Siras Pur Crossing,28.7637,77.145667
1435,DC4501,Surakh Pur Crossing,28.615549,76.976354
1436,U02696,Bhartiya Vidya Bhawan,28.6219,77.2258
1437,U02613,Khyber Pass,28.6902,77.2214
1438,U03473,Pocket-5 Mayur Vihar Ph-1,28.6132,77.2955
1439,DC4670,Ladpur Village,28.73949,76.997517
1440,U01727,Inderlok Metro Station,28.673633,77.168983
1441,DC3980,Mauj Pur,28.6891,77.27765
1442,U02565,Peeli Kothi,28.6624,77.2181
1443,U01486,Netaji Subhash Palace (Wazirpur Depot) Road No 41,28.69415,77.151033
1444,U03795,Dilshad Garden Depot Cluster,28.685558,77.331408
1447,DC4607,FAI,28.543633,77.1801
1448,U01968,Government Quarter Sarai Rohila,28.6613,77.184633
1449,U00722,Kangra Niketan,28.639133,77.081983
1450,DC4564,Primary School,28.797786,77.033746
1451,DC0029,Nityanand Marg,28.66835,77.225
1452,U00825,C2B Janakpuri,28.621233,77.088917
1453,U00010,Dhansa Village,28.557767,76.868767
1454,DC4415,Hasanpur Village,28.556475,76.936796
1455,U00420,Bawana Village,28.80175,77.039147
1456,DC4438,Shiv Enclave Dichau,28.624102,76.984675
1457,DC4461,Jhatikra Crossing Pandwala Road,28.584748,76.995233
1458,U00309,Harewali Crossing,28.81855,77.003033
1459,DC4484,Surakh Pur Crossing,28.61549,76.976275
1460,U02294,Nirankari Colony,28.7148,77.204
1461,U02761,Ambedkar Nagar Depot,28.515267,77.2284
1462,U01335,Kirti Nagar,28.654783,77.136667
1463,U01912,Shastri Nagar Metro Station,28.669997,77.181336
1464,U01627,B3 Keshav Puram,28.6861,77.1629
1465,U03495,KarKarDooma Crossing,28.643217,77.297317
1466,U02831,Mandi House,28.625567,77.233933
1468,U03494,Karkardooma Crossing,28.692917,77.297183
1469,U01340,Rang Puri Pahari,28.537983,77.137
1470,U02220,Faiz Road,28.6495,77.1998
1471,U01071,Shiv Murti,28.535683,77.11255
1472,U02542,Lucknow Road,28.695844,77.216119
1473,U99895,Shivaji Stadium Terminal,28.632583,77.215467
1474,DC0051,ISBT Ring Road,28.6717,77.2315
1475,DC4192,Shanti Niketan,28.572969,77.163914
1476,DC3944,Kerala School,28.616,77.34095
1477,DC4043,Dharamshila Hospital,28.602167,77.313567
1478,U00301,Hiran Kudna Crossing,28.684917,77.001267
1479,DC4584,Dwarka Sec-23B Crossing,28.564352,77.039366
1480,U02301,Nirankari Colony,28.714883,77.2041
1481,DC3655,Mahindra Park,28.721715,77.166162
1483,U00510,Nilothi Crossing,28.664533,77.052633
1484,DC3901,Bawana,28.800283,77.035383
1485,DC4146,IGI Airport Terminal 2 (Air India Office),28.556837,77.09186
1486,U03464,Shashi Garden Xing,28.6136,77.2941
1487,U02845,Bapa Nagar,28.60635,77.234917
1488,U02133,Gur Mandi,28.6849666666667,77.1959333333333
1490,U01058,Beriwala Bagh,28.631183,77.112217
1491,U02436,Sunehri Masjid/ G Block,28.6094,77.2097
1492,U02567,South Extn Kotla Petrol Pump,28.568767,77.216767
1493,U02676,Swami Nagar,28.54215,77.224683
1494,U03159,SNPD,28.560733,77.260617
1495,U00585,Dwarka Sec 2-6,28.597267,77.0654
1496,U03165,Govindpuri,28.538,77.2615
1497,U00830,Udyog Nagar,28.67995,77.0895
1498,U00763,Krishna Vihar,28.706667,77.084217
1499,U02614,Asian Market,28.5166,77.2214
1501,DC4312,Nirmal Vihar,28.625333,76.992517
1502,DC3775,Jhilmil Crossing / Dilshad Garden GT Road,28.6764,77.318217
1503,DC4020,Dauralla Village,28.510917,76.8954
1504,NS0489,Vishwa Vidyalaya Metro Station,28.695084,77.215315
1505,DC4561,Dsidc Bawana,28.803268,77.042608
1506,U03305,C 4 Yamuna Vihar,28.702233,77.27835
1507,DC3632,Prehlad Pur,28.579683,77.101783
1508,U00306,AirForce Station (BaniCamp),28.63355,77.00245
1509,DC4169,Dwarka Sec 23 / Pochan Pur Village,28.565077,77.049914
1510,U00950,Fateh Nagar,28.631133,77.098567
1511,U02950,Lajpat Nagar Ring Road,28.5655,77.24565
1512,U03706,Kalyan Puri Terminal,28.615167,77.319267
1513,DC4272,Shivpuri Colony,28.651117,77.27835
1514,U03392,Swaran Cinema,28.662717,77.2863
1515,U00864,Janakpuri B-2,28.6263,77.0921
1516,DC4295,Rajdhani Enclave / Mahindra Park,28.683242,77.136765
1517,U02756,Dayal Singh College,28.592467,77.228717
1518,NS0392,Ridge Road,28.632626,77.188922
1519,NS0188,Mahipalpur Village (NH-8),28.5468,77.1237
1520,DC4249,China - Norve Embasy,28.600733,77.192517
1521,U04000A,Holy Family Hospital,28.5608,77.2727
1522,U01629,B-3 Keshav Puram,28.685683,77.163383
